country;iso_code;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;daily_vaccinations_raw;daily_vaccinations;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;daily_vaccinations_per_million;vaccines;source_name;source_website
Spain;ESP;16/02/2021;2690457.0;1571277.0;1119180.0;65945.0;65315.0;5.75;3.36;2.39;1397.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210217.ods
Sri Lanka;LKA;28/01/2021;0.0;;;;;0.0;;;;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;29/01/2021;5286.0;;;5286.0;5286.0;0.02;;;247.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;30/01/2021;37825.0;;;32539.0;18912.0;0.18;;;883.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;31/01/2021;59154.0;;;21329.0;19718.0;0.28;;;921.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;01/02/2021;95550.0;;;36396.0;23888.0;0.45;;;1116.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;02/02/2021;118767.0;;;23217.0;23753.0;0.55;;;1109.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;03/02/2021;139914.0;;;21147.0;23319.0;0.65;;;1089.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;04/02/2021;146327.0;;;6413.0;20904.0;0.68;;;976.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;05/02/2021;156310.0;;;9983.0;21575.0;0.73;;;1008.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;06/02/2021;160148.0;;;3838.0;17475.0;0.75;;;816.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;07/02/2021;161773.0;;;1625.0;14660.0;0.76;;;685.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;08/02/2021;167762.0;;;5989.0;10316.0;0.78;;;482.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;09/02/2021;174193.0;;;6431.0;7918.0;0.81;;;370.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;10/02/2021;176725.0;;;2532.0;5259.0;0.83;;;246.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;11/02/2021;178087.0;;;1362.0;4537.0;0.83;;;212.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;12/02/2021;179197.0;;;1110.0;3270.0;0.84;;;153.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;13/02/2021;186654.0;;;7457.0;3787.0;0.87;;;177.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;14/02/2021;189349.0;;;2695.0;3939.0;0.88;;;184.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;15/02/2021;192938.0;;;3589.0;3597.0;0.9;;;168.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sri Lanka;LKA;16/02/2021;196163.0;;;3225.0;3139.0;0.92;;;147.0;Oxford/AstraZeneca;Ministry of Health;https://twitter.com/Rumindahg/status/1361751777301860354
Sweden;SWE;27/12/2020;1885.0;1885.0;;;;0.02;0.02;;;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;28/12/2020;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;29/12/2020;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;30/12/2020;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;31/12/2020;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;01/01/2021;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;02/01/2021;;;;;1756.0;;;;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;03/01/2021;14176.0;14159.0;17.0;;1756.0;0.14;0.14;0.0;174.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;04/01/2021;;;;;2181.0;;;;216.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;05/01/2021;;;;;2605.0;;;;258.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;06/01/2021;;;;;3030.0;;;;300.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;07/01/2021;;;;;3455.0;;;;342.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;08/01/2021;;;;;3879.0;;;;384.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;09/01/2021;;;;;4304.0;;;;426.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;10/01/2021;47277.0;47223.0;54.0;;4729.0;0.47;0.47;0.0;468.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;11/01/2021;;;;;5509.0;;;;545.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;12/01/2021;;;;;6289.0;;;;623.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;13/01/2021;;;;;7070.0;;;;700.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;14/01/2021;;;;;7850.0;;;;777.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;15/01/2021;;;;;8630.0;;;;855.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;16/01/2021;;;;;9410.0;;;;932.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;17/01/2021;118612.0;118490.0;122.0;;10191.0;1.17;1.17;0.0;1009.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;18/01/2021;;;;;10953.0;;;;1085.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;19/01/2021;;;;;11714.0;;;;1160.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;20/01/2021;;;;;12476.0;;;;1235.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;21/01/2021;;;;;13238.0;;;;1311.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;22/01/2021;;;;;14000.0;;;;1386.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;23/01/2021;;;;;14761.0;;;;1462.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;24/01/2021;227275.0;217738.0;9537.0;;15523.0;2.25;2.16;0.09;1537.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;25/01/2021;;;;;15003.0;;;;1486.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;26/01/2021;;;;;14483.0;;;;1434.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;27/01/2021;;;;;13962.0;;;;1382.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;28/01/2021;;;;;13442.0;;;;1331.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;29/01/2021;;;;;12921.0;;;;1279.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;30/01/2021;;;;;12401.0;;;;1228.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;31/01/2021;310439.0;278114.0;32325.0;;11881.0;3.07;2.75;0.32;1176.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;01/02/2021;;;;;11983.0;;;;1187.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;02/02/2021;;;;;12086.0;;;;1197.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;03/02/2021;;;;;12189.0;;;;1207.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;04/02/2021;;;;;12292.0;;;;1217.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;05/02/2021;;;;;12394.0;;;;1227.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;06/02/2021;;;;;12497.0;;;;1237.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;07/02/2021;398639.0;319215.0;79424.0;;12600.0;3.95;3.16;0.79;1248.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;08/02/2021;;;;;10987.0;;;;1088.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;09/02/2021;;;;;9374.0;;;;928.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;10/02/2021;402571.0;316765.0;85806.0;;7762.0;3.99;3.14;0.85;769.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;11/02/2021;432896.0;331389.0;101507.0;30325.0;10294.0;4.29;3.28;1.01;1019.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;12/02/2021;457862.0;341656.0;116206.0;24966.0;12060.0;4.53;3.38;1.15;1194.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;13/02/2021;;;;;11976.0;;;;1186.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;14/02/2021;;;;;11892.0;;;;1178.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;15/02/2021;;;;;13420.0;;;;1329.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;16/02/2021;505898.0;364120.0;141778.0;;14948.0;5.01;3.61;1.4;1480.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden;SWE;17/02/2021;525850.0;373281.0;152569.0;19952.0;17611.0;5.21;3.7;1.51;1744.0;Oxford/AstraZeneca, Pfizer/BioNTech;Public Health Agency of Sweden;https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland;CHE;24/01/2021;196213.0;;;;;2.27;;;;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;25/01/2021;196213.0;;;0.0;;2.27;;;;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;26/01/2021;196213.0;;;0.0;;2.27;;;;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;27/01/2021;258889.0;;;62676.0;20892.0;2.99;;;2414.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;28/01/2021;258889.0;;;0.0;15669.0;2.99;;;1810.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;29/01/2021;258889.0;;;0.0;12535.0;2.99;;;1448.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;30/01/2021;258889.0;;;0.0;10446.0;2.99;;;1207.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;31/01/2021;314200.0;;;55311.0;16855.0;3.63;;;1948.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;01/02/2021;314200.0;;;0.0;16855.0;3.63;;;1948.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;02/02/2021;314200.0;;;0.0;16855.0;3.63;;;1948.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;03/02/2021;368252.0;;;54052.0;15623.0;4.25;;;1805.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;04/02/2021;368252.0;;;0.0;15623.0;4.25;;;1805.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;05/02/2021;368252.0;;;0.0;15623.0;4.25;;;1805.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;06/02/2021;368252.0;;;0.0;15623.0;4.25;;;1805.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;07/02/2021;412865.0;;;44613.0;14095.0;4.77;;;1629.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;08/02/2021;412865.0;;;0.0;14095.0;4.77;;;1629.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;09/02/2021;412865.0;;;0.0;14095.0;4.77;;;1629.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;10/02/2021;481405.0;;;68540.0;16165.0;5.56;;;1868.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;11/02/2021;481405.0;;;0.0;16165.0;5.56;;;1868.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;12/02/2021;481405.0;;;0.0;16165.0;5.56;;;1868.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;13/02/2021;481405.0;;;0.0;16165.0;5.56;;;1868.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Switzerland;CHE;14/02/2021;541031.0;438933.0;102098.0;59626.0;18309.0;6.25;5.07;1.18;2116.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
Turkey;TUR;13/01/2021;0.0;;;;;0.0;;;;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;14/01/2021;279452.0;;;279452.0;279452.0;0.33;;;3313.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;15/01/2021;616652.0;;;337200.0;308326.0;0.73;;;3656.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;16/01/2021;676903.0;;;60251.0;225634.0;0.8;;;2675.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;17/01/2021;706451.0;;;29548.0;176613.0;0.84;;;2094.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;18/01/2021;832412.0;;;125961.0;166482.0;0.99;;;1974.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;19/01/2021;950635.0;;;118223.0;158439.0;1.13;;;1879.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
Turkey;TUR;20/01/2021;1052493.0;;;101858.0;150356.0;1.25;;;1783.0;Sinovac;COVID-19 Vaccine Information Platform;https://covid19asi.saglik.gov.tr/
